Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
6,"K Mahmood, H Takahashi…",A semantic approach for traceability link recovery in aerospace requirements management system,2015,2015 IEEE Twelfth …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7098262/,"https://scholar.google.com/scholar?cites=14279818752342408056&as_sdt=2005&sciodt=0,5&hl=en",44,08/02/2022 12:39,,,,,,,,,6,0.86,2,3,7,… The cornerstone issue of natural language processing is … module of the system which is NLP module and then follow the flow … documentation-to-sourcecode traceability links using latent …,"https://scholar.google.com/scholar?output=instlink&q=info:eLtUXn8bLMYJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022&scillfp=5132778958273726338&oi=lle","https://scholar.google.com/scholar?q=related:eLtUXn8bLMYJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
2,"Q Tian, Q Cao, Q Sun",Adapting Word Embeddings to Traceability Recovery,2018,2018 International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8666883/,"https://scholar.google.com/scholar?cites=12343609951694211670&as_sdt=2005&sciodt=0,5&hl=en",46,08/02/2022 12:39,,,,,,,,,2,0.5,1,3,4,"… One important reason is that software artifacts, consist of different … for people to generate and maintain the traceability links. … Word embeddings is a natural language processing (NLP) …",,"https://scholar.google.com/scholar?q=related:Vsq1ENpPTasJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
8,T Hey,INDIRECT: intent-driven requirements-to-code traceability,2019,2019 IEEE/ACM 41st International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8802673/,"https://scholar.google.com/scholar?cites=17794053671401132374&as_sdt=2005&sciodt=0,5&hl=en",47,08/02/2022 12:39,,,,,,,,,8,2.67,8,1,3,"… semantically related source code chunks and model their intents, and a tool that utilizes the models to identify traceability links between requirements and source code. To assess the …","https://scholar.google.com/scholar?output=instlink&q=info:VpEZhokt8fYJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022&scillfp=10692524445368275866&oi=lle","https://scholar.google.com/scholar?q=related:VpEZhokt8fYJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
31,"W Wang, N Niu, H Liu, Z Niu",Enhancing automated requirements traceability by resolving polysemy,2018,2018 IEEE 26th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8491122/,"https://scholar.google.com/scholar?cites=8150808727173818498&as_sdt=2005&sciodt=0,5&hl=en",51,08/02/2022 12:39,,,,,,,,,31,7.75,8,4,4,… to solve many natural language processing (NLP) problems. In … neering activities such as categorizing source code files [24] … traceability links between documentation and source code. …,http://homepages.uc.edu/~niunn/papers/RE18.pdf,"https://scholar.google.com/scholar?q=related:gmhZP1p9HXEJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
0,"OT Yıldız, A Okutan, E Solak",Bilingual Software Requirements Tracing using Vector Space Model,2014,,turing.pro.br,https://turing.pro.br/anais/ICAART-2014/ICPRAM/ICPRAM/Theory%20and%20Methods/Short%20Papers/ICPRAM_2014_179_CR.pdf,,52,08/02/2022 12:39,PDF,,,,,,,,0,0,0,3,8,"… Moreover, using NLP tools, the coverage of the traceability … in our case) and the source code packages in English. We … traceability links between the requirements and source code …",https://turing.pro.br/anais/ICAART-2014/ICPRAM/ICPRAM/Theory%20and%20Methods/Short%20Papers/ICPRAM_2014_179_CR.pdf,"https://scholar.google.com/scholar?q=related:1CaJmRBlnboJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
0,"X Wang, Q Cao, Q Sun",An Improved Approach based on Balanced Keyword Weight to Traceability Recovery,2019,IOP Conference Series: Materials …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1757-899X/569/5/052109/meta,,53,08/02/2022 12:39,,,,,,,,,0,0,0,3,3,"… In the first step, we process the basic software artifacts to tokens and train the word embedding with the Wikipedia corpus by gensim, a powerful python tool in NLP. Then we calculate …",https://iopscience.iop.org/article/10.1088/1757-899X/569/5/052109/pdf,"https://scholar.google.com/scholar?q=related:DpVKMim_aqQJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
5,"ID Rubasinghe, DA Meedeniya, I Perera",Software artefact traceability analyser: a case-study on POS system,2018,Proceedings of the 6th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3193092.3193094,"https://scholar.google.com/scholar?cites=15801803668489768671&as_sdt=2005&sciodt=0,5&hl=en",54,08/02/2022 12:39,,10.1145/3193092.3193094,,,,,,,5,1.25,2,3,4,… traceability support tool. It is capable of establishing traceability among software artefacts in … requirements are processed using the Stanford Core NLP libraries [19] and WordNet lexical …,https://www.researchgate.net/profile/Dulani-Meedeniya/publication/325032388_Software_Artefact_Traceability_Analyser_A_Case-Study_on_POS_System/links/5af86a80a6fdcc0c03289374/Software-Artefact-Traceability-Analyser-A-Case-Study-on-POS-System.pdf,"https://scholar.google.com/scholar?q=related:3w7MBrdIS9sJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
4,"Y Liu, J Lin, J Cleland-Huang",Traceability support for multi-lingual software projects,2020,… of the 17th International Conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3379597.3387440,"https://scholar.google.com/scholar?cites=15892498769612258721&as_sdt=2005&sciodt=0,5&hl=en",55,08/02/2022 12:39,,10.1145/3379597.3387440,,,,,,,4,2,1,3,2,"… Many traceability algorithms encode terms as distinct … significant success for addressing NLP challenges in domains … This is a critical limitation for trace link recovery, as software artifacts …",https://arxiv.org/pdf/2006.16940,"https://scholar.google.com/scholar?q=related:oT0SzG1_jdwJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
1,"A Velasco, JH Aponte Melo",Recovering Fine Grained Traceability Links Between Software Mandatory Constraints and Source Code,2019,International Conference on Applied …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-32475-9_37,"https://scholar.google.com/scholar?cites=8833955881674080790&as_sdt=2005&sciodt=0,5&hl=en",59,08/02/2022 12:39,,10.1007/978-3-030-32475-9_37,,,,,,,1,0.33,1,2,3,"… In order to trace high level constraints into source code by using a software traceability technique, we define a taxonomy to classify HIPAA statutes that are more concerned with …",,"https://scholar.google.com/scholar?q=related:FgKo8BGEmHoJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
0,"OSD Omer, MME Mahmoud",Requirements and Design Consistency: A Bi-directional Traceability and Natural Language Processing Assisted Approach,2021,European Journal of Engineering and …,ejers.org,https://ejers.org/index.php/ejers/article/view/2373,,63,08/02/2022 12:39,,,,,,,,,0,0,0,2,1,"… In [18], the framework for modeling requirements, traceability, and UML patterns was introduced as a communication tool between requirements and other software artifacts. The work in […",https://ejers.org/index.php/ejers/article/download/2373/1079,"https://scholar.google.com/scholar?q=related:LDQG01v5-W4J:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
23,"N Ali, Z Sharafi, YG Guéhéneuc, G Antoniol",An empirical study on the importance of source code entities for requirements traceability,2015,Empirical software …,Springer,https://link.springer.com/article/10.1007/s10664-014-9315-y,"https://scholar.google.com/scholar?cites=9665135165828284650&as_sdt=2005&sciodt=0,5&hl=en",64,08/02/2022 12:39,,10.1007/s10664-014-9315-y,,,,,,,23,3.29,6,4,7,"… Information Retrieval (IR) techniques are useful to automatically create traceability links. … types of Source Code Entities (SCEs), eg, domain vs. implementation-level source code terms …",https://www.researchgate.net/profile/Yann-Gael-Gueheneuc/publication/261416893_An_empirical_study_on_requirements_traceability_using_eye-tracking/links/5bf865eea6fdcc5388165559/An-empirical-study-on-requirements-traceability-using-eye-tracking.pdf,"https://scholar.google.com/scholar?q=related:6sBUqTl1IYYJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
1,"A Di Thommazo, R Rovina, TR de Oliveira, G Olivatto…",Using Artificial Intelligence Techniques to Enhance Traceability Links.,2014,ICEIS (2),scitepress.org,https://www.scitepress.org/papers/2014/48796/48796.pdf,"https://scholar.google.com/scholar?cites=11597594442447592549&as_sdt=2005&sciodt=0,5&hl=en",66,08/02/2022 12:39,PDF,,,,,,,,1,0.13,0,5,8,"… NLP, that is based on natural language processing (NLP). Fuzzy logic is being applied because as is known, traceability … and models, models and source code, or requirements and test …",https://www.scitepress.org/papers/2014/48796/48796.pdf,"https://scholar.google.com/scholar?q=related:ZRwi37Lu8qAJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
3,"EE Bella, S Creff, MP Gervais…",ATLaS: A Framework for Traceability Links Recovery Combining Information Retrieval and Semi-supervised Techniques,2019,2019 IEEE 23rd …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8944976/,"https://scholar.google.com/scholar?cites=687982836125115201&as_sdt=2005&sciodt=0,5&hl=en",71,08/02/2022 12:39,,,,,,,,,3,1,1,4,3,… NLP approaches in order to improve the performances of IR techniques. We aim to enhance candidate traceability … The GloVe model is used inside the SIF method which source code is …,https://hal.archives-ouvertes.fr/hal-02201469/document,"https://scholar.google.com/scholar?q=related:QaPNjr40jAkJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
10,"J Lin, Y Liu, Q Zeng, M Jiang…",Traceability transformed: Generating more accurate links with pre-trained bert models,2021,2021 IEEE/ACM 43rd …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9402118/,"https://scholar.google.com/scholar?cites=5726936765803381925&as_sdt=2005&sciodt=0,5&hl=en",75,08/02/2022 12:39,,,,,,,,,10,10,2,5,1,"… and then transfer learned knowledge to downstream NLP tasks, such as question answering… -PLA traceability challenge. In both cases, we used T-BERT to retrieve related source code …",https://arxiv.org/pdf/2102.04411,"https://scholar.google.com/scholar?q=related:pcTVWKUqek8J:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
19,"A Mahmoud, G Bradshaw",Estimating semantic relatedness in source code,2015,ACM Transactions on Software Engineering …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2824251,"https://scholar.google.com/scholar?cites=2908788361055082020&as_sdt=2005&sciodt=0,5&hl=en",80,08/02/2022 12:39,,10.1145/2824251,,,,,,,19,2.71,10,2,7,"… natural language processing (NLP) and information retrieval (IR) methods to aid in source code … to a linguistic corpus, where source code artifacts represent documents and code terms …",,"https://scholar.google.com/scholar?q=related:JJZ6W5oXXigJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
26,"A Panichella, A De Lucia…",Adaptive user feedback for ir-based traceability recovery,2015,… and Systems Traceability,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7181523/,"https://scholar.google.com/scholar?cites=15051758192700181662&as_sdt=2005&sciodt=0,5&hl=en",82,08/02/2022 12:39,,,,,,,,,26,3.71,9,3,7,… Traceability recovery allows software engineers to understand the interconnections among software artefacts … -automatic tools to extract traceability links between artefacts according to …,http://pure.tudelft.nl/ws/files/47060096/panichellaSST2015.pdf,"https://scholar.google.com/scholar?q=related:nkz4IFSW4tAJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
7,"V Csuvik, A Kicsi, L Vidács",Evaluation of textual similarity techniques in code level traceability,2019,… Conference on Computational Science and Its …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-24305-0_40,"https://scholar.google.com/scholar?cites=2262572263585216928&as_sdt=2005&sciodt=0,5&hl=en",83,08/02/2022 12:39,,10.1007/978-3-030-24305-0_40,,,,,,,7,2.33,2,3,3,"… We made no assumptions about the names of the software artifacts. From the raw source code, … LSI is a technique in natural language processing of analyzing the relationships between …",http://publicatio.bibl.u-szeged.hu/17452/1/Csuvik-ISSQ2019-Traceability-CR.pdf,"https://scholar.google.com/scholar?q=related:oPmlcXxFZh8J:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
7,"J Keim, A Koziolek",Towards consistency checking between software architecture and informal documentation,2019,2019 IEEE International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8712160/,"https://scholar.google.com/scholar?cites=5495126374222951455&as_sdt=2005&sciodt=0,5&hl=en",86,08/02/2022 12:39,,,,,,,,,7,2.33,4,2,3,"… covers traceability between requirement and source code. … Yet, we mainly see the focus on traceability and barely on … Lastly, the research area of natural language processing, …",https://sdqweb.ipd.kit.edu/publications/pdfs/keim2019nemi.pdf,"https://scholar.google.com/scholar?q=related:H3Rwq1KcQkwJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
1,"Z Pauzi, A Capiluppi",Text Similarity Between Concepts Extracted from Source Code and Documentation,2020,… Conference on Intelligent Data Engineering and …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-62362-3_12,"https://scholar.google.com/scholar?cites=5056715691426758621&as_sdt=2005&sciodt=0,5&hl=en",89,08/02/2022 12:39,,10.1007/978-3-030-62362-3_12,,,,,,,1,0.5,1,2,2,"… traceability has become an active research topic: in [12, 13] for example, the authors show how traceability links can be obtained between source code … dominate the NLP research field …",https://research.rug.nl/en/publications/text-similarity-between-concepts-extracted-from-source-code-and-d,"https://scholar.google.com/scholar?q=related:3b-iNSEQLUYJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
65,"A Qusef, G Bavota, R Oliveto, A De Lucia…",Recovering test-to-code traceability using slicing and textual analysis,2014,Journal of Systems and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0164121213002574,"https://scholar.google.com/scholar?cites=11804678021764111800&as_sdt=2005&sciodt=0,5&hl=en",90,08/02/2022 12:39,,,,,,,,,65,8.13,13,5,8,"… + (Source code and COncept based Test to Code traceability Hunter)… recovery, IR methods and other natural language processing … and extract textual information from software artifacts. …","https://scholar.google.com/scholar?output=instlink&q=info:uF0c7x2k0qMJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022&scillfp=6443586071472610293&oi=lle","https://scholar.google.com/scholar?q=related:uF0c7x2k0qMJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
4,"A Schlutter, A Vogelsang",Trace link recovery using semantic relation graphs and spreading activation,2020,2020 IEEE 28th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9218165/,"https://scholar.google.com/scholar?cites=3095527759389424810&as_sdt=2005&sciodt=0,5&hl=en",93,08/02/2022 12:39,,,,,,,,,4,2,2,2,2,"… is used across different software artifacts. Thus, tools suggest … First, we use an NLP pipeline for the semantic content of the … exist a variety of different NLP techniques and tools that are …",https://www.depositonce.tu-berlin.de/bitstream/11303/11322/5/schlutter_vogelsang_re2020.pdf,"https://scholar.google.com/scholar?q=related:qnzEqhiG9SoJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
7,"I Alazzam, IM Alsmadi, M Akour",Test Cases Selection Based on Source Code Features Extraction,2014,,digitalcommons.tamusa.edu,https://digitalcommons.tamusa.edu/computer_faculty/22/,"https://scholar.google.com/scholar?cites=17309118628401288165&as_sdt=2005&sciodt=0,5&hl=en",94,08/02/2022 12:39,,,,,,,,,7,0.88,2,3,8,"… For example, traceability between source code and related … that those documents reflect the source code or vice versa. Such … (IR) and natural language processing (NLP) fields. Search …",https://digitalcommons.tamusa.edu/cgi/viewcontent.cgi?article=1021&context=computer_faculty,"https://scholar.google.com/scholar?q=related:5ZP0VK9XNvAJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
10,"V Csuvik, D Horváth, F Horváth…",Utilizing Source Code Embeddings to Identify Correct Patches,2020,2020 IEEE 2nd …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9034714/,"https://scholar.google.com/scholar?cites=6847867756802991204&as_sdt=2005&sciodt=0,5&hl=en",98,08/02/2022 12:39,,,,,,,,,10,5,3,4,2,"… even in traceability research [24], [25], [42]. During the recent years of natural language processing, … Related research also focuses on artifacts written in natural language and use NLP …",http://real.mtak.hu/114307/1/Csuvik-IBF20-apr-CR.pdf,"https://scholar.google.com/scholar?q=related:ZOQXeXGDCF8J:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
6,"J Keim, A Kaplan, A Koziolek, M Mirakhorli",Does bert understand code?–an exploratory study on the detection of architectural tactics in code,2020,European Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-58923-3_15,"https://scholar.google.com/scholar?cites=11360972323640962175&as_sdt=2005&sciodt=0,5&hl=en",99,08/02/2022 12:39,,10.1007/978-3-030-58923-3_15,,,,,,,6,3,2,4,2,"… A problem of software traceability is the expensive creation and maintenance of traceability … been made in the domain of natural language processing (NLP), including text classification, …",,"https://scholar.google.com/scholar?q=related:f-yppSJIqp0J:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
1,"G Gadelha, F Ramalho, T Massoni",Traceability recovery between bug reports and test cases-a Mozilla Firefox case study,2021,Automated Software Engineering,Springer,https://link.springer.com/article/10.1007/s10515-021-00287-w,"https://scholar.google.com/scholar?cites=5419924854492781300&as_sdt=2005&sciodt=0,5&hl=en",100,08/02/2022 12:39,,10.1007/s10515-021-00287-w,,,,,,,1,1,0,3,1,"… Automatic recovery of traceability between software artifacts may promote early detection of … -established framework for natural language processing applications, applying tokenization, …",,"https://scholar.google.com/scholar?q=related:9FpabfBwN0sJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
0,"M Iammarino, L Aversano, ML Bernardi…",A Topic Modeling Approach To Evaluate The Comments Consistency To Source Code,2020,… Joint Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9207651/,,111,08/02/2022 12:39,,,,,,,,,0,0,0,4,2,"… technique, and Natural Language Processing. The topic modeling refers to statistical … on information retrieval to retrieve traceability links between source code and free-text documents. …","https://scholar.google.com/scholar?output=instlink&q=info:Y02xf-IjnkgJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022&scillfp=4820283734991362179&oi=lle","https://scholar.google.com/scholar?q=related:Y02xf-IjnkgJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
4,"AH Rasekh, SM Fakhrahmad…",Mining traces between source code and textual documents,2019,… Journal of Computer …,inderscienceonline.com,https://www.inderscienceonline.com/doi/abs/10.1504/IJCAT.2019.097116,"https://scholar.google.com/scholar?cites=14531022640303822113&as_sdt=2005&sciodt=0,5&hl=en",114,08/02/2022 12:39,,10.1504/IJCAT.2019.097116,,,,,,,4,1.33,1,3,3,"… and machine learning, text mining, natural language processing and social network analysis… of software system cycle and source code documents. Traceability has been the subject of …",,"https://scholar.google.com/scholar?q=related:IdV3ShqQqMkJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
9,"C Mills, S Haiduc",The impact of retrieval direction on ir-based traceability link recovery,2017,… IEEE/ACM 39th International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7966879/,"https://scholar.google.com/scholar?cites=17125944655404412200&as_sdt=2005&sciodt=0,5&hl=en",121,08/02/2022 12:39,,,,,,,,,9,1.8,5,2,5,"… We followed the standard preprocessing steps for preparing software artifacts to be used with IR approaches [6]. In particular, for all three systems, and for both CC and UC artifacts, we …",,"https://scholar.google.com/scholar?q=related:KC1hTO2Tq-0J:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
14,"R Tsuchiya, H Washizaki, Y Fukazawa…",Interactive recovery of requirements traceability links using user feedback and configuration management logs,2015,International Conference …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-19069-3_16,"https://scholar.google.com/scholar?cites=12737293264399579488&as_sdt=2005&sciodt=0,5&hl=en",127,08/02/2022 12:39,,10.1007/978-3-319-19069-3_16,,,,,,,14,2,4,4,7,"… files Because our method applies natural language processing and analyzes call relationships, our method can be applied to source code languages that the above two techniques are …",https://link.springer.com/content/pdf/10.1007/978-3-319-19069-3_16.pdf,"https://scholar.google.com/scholar?q=related:YDmDKL30w7AJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
